Monthly_Income_M,Credit_Score,Loan_Amount_M,Work_Experience_Years,Has_Prior_Default,DTI_Ratio,Approved
66.8,601,181,0.1,0,0.095,1
81.1,639,190,1.9,0,0.082,1
70.8,713,141,11.9,1,0.07,0
76.9,714,302,0.2,0,0.137,1
38.4,784,323,3.4,0,0.294,1
23.7,663,175,0.8,0,0.258,1
88.0,696,427,3.2,0,0.17,1
47.9,633,225,11.0,1,0.164,0
49.5,685,428,5.9,1,0.303,0
84.2,707,189,8.0,0,0.079,1
67.2,662,40,2.6,0,0.021,1
65.0,517,304,17.3,0,0.164,1
102.6,698,287,7.4,0,0.098,1
40.8,701,264,3.3,0,0.226,1
75.4,612,189,3.3,0,0.088,1
56.3,561,256,15.1,0,0.159,1
60.9,795,204,5.2,1,0.117,0
88.6,712,227,7.4,0,0.09,1
66.2,651,353,3.2,0,0.187,1
66.8,573,280,1.5,0,0.147,1
78.6,600,327,7.7,0,0.146,1
47.0,781,234,5.6,0,0.174,1
36.5,682,222,4.2,0,0.213,1
32.0,623,133,5.9,0,0.145,1
15.0,713,219,1.4,0,0.511,0
100.2,601,40,9.5,0,0.014,1
30.7,798,195,17.8,1,0.222,0
50.1,785,251,13.3,0,0.175,1
48.9,630,322,2.3,1,0.23,0
61.8,617,230,3.1,1,0.13,0
72.9,447,298,9.9,1,0.143,0
73.9,544,40,5.4,1,0.019,0
42.2,556,254,4.8,0,0.211,1
51.3,681,75,15.7,1,0.051,0
61.2,642,127,4.6,0,0.073,1
49.5,556,239,4.3,0,0.169,1
90.4,646,400,0.3,0,0.155,1
65.8,713,301,0.4,0,0.16,1
71.2,715,262,0.0,0,0.129,1
69.6,509,258,14.7,0,0.13,1
80.8,659,182,3.1,0,0.079,1
59.0,552,200,3.8,0,0.119,1
26.5,747,307,11.2,0,0.405,1
63.8,737,108,5.6,0,0.059,1
40.7,594,325,5.6,0,0.279,1
43.4,605,217,2.1,0,0.175,1
67.9,631,351,10.8,0,0.181,1
82.2,479,366,1.1,0,0.156,1
55.5,699,76,0.3,0,0.048,1
61.8,647,196,1.3,0,0.111,1
92.4,752,166,1.9,0,0.063,1
60.3,577,61,2.0,0,0.035,1
112.2,617,146,6.7,0,0.046,1
67.4,542,529,1.5,1,0.275,0
16.3,585,327,6.8,0,0.702,0
71.6,570,471,0.6,0,0.23,1
63.4,755,351,1.0,0,0.194,1
83.4,611,178,4.3,0,0.075,1
69.8,681,218,15.3,1,0.109,0
52.0,638,325,11.8,0,0.219,1
28.1,562,308,20.8,0,0.384,1
50.4,656,196,6.3,0,0.136,1
36.3,721,94,6.8,0,0.091,1
42.2,567,622,5.9,0,0.516,0
67.9,739,244,5.9,0,0.126,1
91.7,598,224,1.0,0,0.085,1
63.7,629,272,4.7,1,0.149,0
28.7,715,233,2.9,0,0.284,1
64.8,614,274,3.5,0,0.148,1
81.3,673,402,4.4,0,0.173,1
41.6,643,246,0.8,0,0.207,1
52.1,681,132,2.7,0,0.089,1
55.3,468,242,0.4,0,0.153,0
37.7,514,209,23.4,0,0.194,1
69.3,722,417,0.8,0,0.211,1
52.3,758,389,1.8,0,0.26,1
64.2,593,272,13.3,0,0.148,1
35.5,649,119,4.0,0,0.117,1
45.4,695,125,0.9,0,0.096,1
70.9,729,262,2.9,0,0.129,1
46.8,498,297,0.7,0,0.222,0
93.0,595,219,1.3,0,0.082,1
46.2,642,207,0.3,0,0.157,1
59.9,730,195,3.5,0,0.114,1
75.5,850,257,9.9,0,0.119,1
23.8,651,40,5.3,0,0.059,1
16.3,550,139,5.6,0,0.298,0
21.4,704,191,1.3,0,0.312,1
82.8,782,393,2.5,0,0.166,1
42.9,679,170,11.2,0,0.139,1
111.3,593,280,0.6,0,0.088,1
42.6,751,285,11.7,0,0.234,1
59.1,726,403,4.0,0,0.239,1
88.9,583,399,10.9,0,0.157,1
99.1,702,254,2.3,1,0.09,0
100.4,755,208,2.5,0,0.073,1
81.6,770,187,8.4,0,0.08,1
77.5,664,233,9.2,0,0.105,1
68.0,640,212,1.6,0,0.109,1
72.1,774,321,21.6,0,0.156,1
42.9,567,306,0.5,0,0.25,1
37.0,707,325,0.4,1,0.307,0
54.9,554,399,5.4,0,0.254,1
51.3,761,465,7.7,0,0.317,1
45.0,648,274,19.4,0,0.213,1
70.3,778,381,3.1,0,0.19,1
76.0,712,221,0.2,0,0.102,1
56.9,566,390,5.5,0,0.24,1
87.5,791,377,2.1,0,0.151,1
29.9,802,371,3.4,0,0.434,1
50.7,745,270,4.0,0,0.186,1
39.2,605,186,0.4,1,0.166,0
15.0,644,107,4.0,0,0.25,1
53.2,682,256,3.3,0,0.168,1
52.3,610,429,7.5,0,0.287,1
88.3,814,226,6.2,0,0.09,1
68.9,682,346,1.2,0,0.176,1
32.5,440,353,1.4,0,0.38,0
95.8,699,229,1.7,0,0.084,1
81.9,640,405,1.2,0,0.173,1
67.8,664,40,6.4,0,0.021,1
50.0,639,125,31.1,0,0.088,1
33.9,739,159,6.3,0,0.164,1
46.8,765,170,5.6,0,0.127,1
79.0,694,297,3.2,0,0.132,1
96.5,641,292,2.2,1,0.106,0
89.0,666,303,14.5,0,0.119,1
44.2,672,326,20.8,0,0.258,1
30.4,602,155,4.1,0,0.178,1
58.1,719,126,2.1,0,0.076,1
16.1,709,304,8.8,0,0.661,0
62.1,801,191,0.9,0,0.108,1
51.8,777,87,8.7,0,0.059,1
44.7,612,367,10.3,0,0.287,1
19.9,740,413,0.8,0,0.726,0
66.3,589,431,22.6,0,0.228,1
43.3,729,281,25.4,1,0.227,0
29.3,626,329,16.6,0,0.393,1
15.0,583,411,4.1,0,0.959,0
54.4,694,189,1.7,0,0.122,1
94.0,443,382,5.2,0,0.142,1
91.5,521,290,3.3,0,0.111,1
44.9,655,361,1.4,0,0.281,1
41.8,677,280,3.3,0,0.234,1
65.3,639,403,6.5,0,0.216,1
33.0,536,285,0.4,0,0.302,0
61.6,600,97,2.4,0,0.055,1
71.9,703,420,0.1,0,0.204,1
82.0,719,156,8.3,0,0.067,1
52.8,669,398,6.1,0,0.264,1
50.5,768,250,0.4,0,0.173,1
35.7,704,389,20.1,0,0.381,1
36.8,606,385,0.1,0,0.366,0
50.0,646,307,5.3,0,0.215,1
63.1,551,316,9.0,0,0.175,1
75.1,661,306,9.3,0,0.143,1
37.3,765,40,0.2,1,0.038,0
87.8,728,273,14.2,0,0.109,1
49.0,789,137,15.0,0,0.098,1
54.5,644,279,4.9,0,0.179,1
38.6,784,134,3.9,0,0.122,1
15.0,654,130,0.3,1,0.303,0
74.4,795,437,5.0,1,0.206,0
71.2,668,378,3.2,0,0.186,1
48.8,730,260,8.9,0,0.186,1
56.5,795,280,3.1,0,0.173,1
66.4,654,233,6.9,0,0.123,1
20.6,689,323,0.6,0,0.549,0
43.4,780,186,0.9,0,0.15,1
72.5,659,369,0.9,0,0.178,1
27.4,558,232,0.3,0,0.296,0
61.5,850,214,4.7,0,0.122,1
25.2,630,262,9.5,0,0.364,1
65.3,683,195,5.7,0,0.105,1
54.2,768,296,5.1,0,0.191,1
19.5,618,201,6.8,0,0.361,0
80.6,584,312,2.5,0,0.135,1
38.8,692,394,2.7,0,0.355,1
37.2,518,181,2.3,0,0.17,0
59.4,646,246,7.5,0,0.145,1
80.3,691,311,1.1,0,0.136,1
32.7,647,212,0.1,0,0.227,1
56.4,539,311,5.4,0,0.193,1
64.4,806,321,17.1,0,0.174,1
70.2,679,379,5.6,0,0.189,1
58.9,792,193,9.2,0,0.115,1
46.9,648,156,6.7,0,0.116,1
36.8,595,226,4.1,0,0.215,1
56.9,693,154,7.6,1,0.095,0
31.4,652,322,10.4,0,0.359,1
15.0,570,132,1.5,0,0.308,0
64.6,795,517,2.5,0,0.28,1
74.9,617,403,1.5,0,0.188,1
15.0,514,261,3.6,0,0.609,0
32.8,783,355,13.0,1,0.379,0
68.6,627,80,2.5,0,0.041,1
100.3,618,538,2.8,0,0.188,1
55.5,520,195,11.8,0,0.123,1
39.0,818,247,4.3,0,0.222,1
51.0,560,56,4.6,1,0.038,0
85.2,675,313,11.8,0,0.129,1
40.8,748,138,4.0,0,0.118,1
37.4,706,271,6.9,0,0.254,1
44.4,665,200,0.5,1,0.158,0
34.0,525,141,1.2,0,0.145,0
57.7,601,172,3.1,0,0.104,1
90.7,686,285,4.1,0,0.11,1
62.1,603,119,20.2,0,0.067,1
49.4,687,178,21.2,0,0.126,1
48.6,728,333,11.4,0,0.24,1
20.6,752,546,2.3,0,0.928,0
74.4,566,313,20.0,0,0.147,1
53.3,850,159,7.0,0,0.104,1
51.0,735,220,3.0,0,0.151,1
125.2,670,263,7.3,0,0.074,1
61.6,763,222,0.1,1,0.126,0
38.5,850,359,0.9,0,0.326,1
45.6,548,284,10.6,0,0.218,1
80.3,651,360,6.2,0,0.157,1
57.5,468,225,2.7,0,0.137,1
23.4,686,406,4.2,0,0.607,0
75.2,701,242,14.1,0,0.113,1
40.3,667,153,6.0,0,0.133,1
96.2,614,500,3.0,0,0.182,1
78.8,496,59,0.8,0,0.026,1
45.2,702,179,2.1,0,0.139,1
83.2,794,191,23.0,0,0.08,1
56.5,620,536,3.5,0,0.332,1
73.8,707,459,3.8,0,0.218,1
65.7,537,424,4.1,0,0.226,1
36.4,709,224,12.9,0,0.215,1
40.8,637,527,5.6,0,0.452,1
77.7,605,301,7.1,0,0.136,1
47.6,605,367,3.0,0,0.27,1
46.1,637,280,0.2,0,0.213,1
34.0,703,255,16.0,0,0.262,1
64.3,558,232,17.9,0,0.126,1
100.4,636,237,17.9,0,0.083,1
31.5,666,327,17.3,0,0.363,1
55.5,577,300,10.1,0,0.189,1
86.1,823,257,6.9,0,0.104,1
53.2,597,426,11.2,0,0.28,1
65.0,613,40,5.5,0,0.022,1
31.6,587,316,0.9,0,0.35,0
64.4,823,339,3.0,1,0.184,0
50.9,717,386,21.3,0,0.265,1
76.7,590,253,2.6,1,0.115,0
81.1,764,283,12.1,0,0.122,1
112.0,687,368,0.6,0,0.115,1
67.8,692,424,2.4,0,0.219,1
62.2,641,227,2.6,0,0.128,1
59.3,606,289,0.3,0,0.171,1
47.2,699,445,0.8,0,0.33,1
62.4,624,40,1.3,0,0.022,1
48.5,824,184,10.9,1,0.133,0
58.7,562,421,0.4,1,0.251,0
84.0,801,380,2.1,0,0.158,1
32.9,661,317,0.1,0,0.337,1
80.1,695,211,7.1,0,0.092,1
84.0,741,163,5.8,0,0.068,1
52.4,616,195,6.2,0,0.13,1
15.0,743,430,2.8,0,1.003,0
41.6,440,191,1.4,1,0.161,0
83.5,609,271,7.6,0,0.114,1
54.5,591,177,10.0,0,0.114,1
33.0,563,353,0.9,1,0.374,0
43.9,652,201,4.0,0,0.16,1
73.5,703,249,1.7,0,0.119,1
67.0,730,75,1.1,0,0.039,1
49.7,690,83,8.0,0,0.058,1
46.9,613,261,4.6,0,0.195,1
46.4,701,114,1.5,0,0.086,1
34.7,681,492,2.2,0,0.496,1
90.5,750,40,20.4,1,0.015,0
47.9,736,172,11.3,0,0.126,1
81.8,673,262,12.7,0,0.112,1
88.5,594,220,3.7,0,0.087,1
77.0,614,139,5.9,0,0.063,1
45.5,623,155,2.8,0,0.119,1
63.9,643,151,0.5,0,0.083,1
54.5,693,228,3.1,0,0.146,1
35.1,731,475,5.4,0,0.474,1
62.1,666,269,2.0,0,0.152,1
29.1,671,390,11.3,0,0.469,1
81.1,682,316,1.0,0,0.136,1
44.8,626,383,2.7,0,0.299,1
59.4,591,40,0.8,0,0.024,1
61.2,521,227,3.1,0,0.13,1
49.3,611,404,0.2,1,0.287,0
67.9,710,197,1.9,0,0.102,1
44.6,610,454,3.1,0,0.356,1
74.2,650,423,3.9,0,0.2,1
25.4,710,208,4.7,0,0.287,1
57.8,714,205,1.9,0,0.124,1
97.7,578,149,4.4,0,0.053,1
33.0,755,191,4.3,0,0.203,1
40.1,766,124,2.3,0,0.108,1
66.3,574,307,10.6,0,0.162,1
59.0,600,100,4.7,0,0.059,1
62.7,771,326,2.4,0,0.182,1
65.8,658,329,17.7,0,0.175,1
69.0,481,77,11.2,1,0.039,0
79.4,551,430,24.3,0,0.19,1
64.0,649,316,7.1,0,0.173,1
49.7,571,342,2.9,0,0.241,1
69.8,635,177,2.0,0,0.089,1
96.8,673,328,6.5,0,0.119,1
52.1,794,384,23.7,0,0.258,1
33.6,645,249,5.9,0,0.259,1
79.4,761,480,12.8,0,0.212,1
52.4,791,265,2.4,0,0.177,1
15.0,792,385,3.1,0,0.898,0
73.6,694,292,14.2,0,0.139,1
43.2,503,324,8.5,0,0.262,1
53.0,709,76,23.9,0,0.05,1
62.3,759,301,8.9,0,0.169,1
59.2,663,179,3.6,0,0.106,1
70.6,818,167,4.5,0,0.083,1
45.4,743,452,13.8,0,0.348,1
66.3,718,236,4.8,0,0.125,1
49.3,762,150,1.8,0,0.106,1
71.3,698,220,3.4,0,0.108,1
68.5,458,117,4.4,0,0.06,1
34.4,628,418,0.6,0,0.425,0
78.9,772,183,8.2,1,0.081,0
43.2,601,318,0.7,0,0.258,1
72.8,651,409,3.1,0,0.197,1
63.1,581,205,9.8,0,0.114,1
95.4,822,319,3.8,0,0.117,1
50.1,813,147,11.1,0,0.103,1
47.3,595,529,2.5,0,0.391,1
54.6,683,363,19.0,0,0.233,1
48.3,612,239,1.4,1,0.173,0
72.6,722,175,0.2,0,0.084,1
19.4,713,247,12.4,0,0.446,1
31.8,739,223,8.4,0,0.245,1
31.5,698,475,1.6,0,0.528,1
75.9,850,125,25.1,0,0.058,1
92.6,583,275,4.2,0,0.104,1
52.7,525,258,18.1,0,0.171,1
51.3,637,247,4.2,0,0.169,1
56.5,537,248,3.8,0,0.154,1
80.6,543,247,3.6,0,0.107,1
34.6,585,356,2.4,0,0.36,0
60.2,592,327,4.6,0,0.19,1
76.5,589,306,3.6,0,0.14,1
66.0,714,40,0.2,0,0.021,1
59.2,627,293,1.8,0,0.173,1
77.0,655,78,1.4,0,0.035,1
15.0,746,331,12.1,0,0.772,1
69.9,605,422,5.5,1,0.211,0
40.6,648,158,8.7,0,0.136,1
15.0,701,231,18.9,0,0.539,1
66.2,505,194,6.2,0,0.103,1
85.2,467,396,24.3,0,0.163,1
52.0,699,270,2.2,0,0.182,1
76.0,712,450,1.2,0,0.207,1
90.5,845,306,3.1,1,0.118,0
83.9,683,287,3.8,0,0.12,1
91.1,740,268,13.5,1,0.103,0
71.3,653,350,4.9,0,0.172,1
56.7,695,69,2.1,1,0.043,0
19.8,812,269,8.1,0,0.476,1
49.6,489,252,4.2,0,0.178,1
36.4,705,340,1.1,0,0.327,1
102.8,850,239,5.2,1,0.081,0
51.1,694,146,14.5,0,0.1,1
57.7,810,261,11.1,0,0.158,1
67.1,617,141,5.3,0,0.074,1
56.0,667,48,2.8,0,0.03,1
92.3,673,340,0.5,0,0.129,1
41.3,482,324,3.8,0,0.275,0
59.3,571,311,8.4,0,0.184,1
38.7,577,403,2.7,0,0.364,0
26.0,740,187,1.6,0,0.252,1
41.5,744,103,16.1,0,0.087,1
54.2,698,252,10.3,1,0.163,0
45.6,740,222,6.1,0,0.17,1
39.8,656,167,0.9,0,0.147,1
24.1,772,251,0.9,0,0.365,1
53.2,671,193,0.7,1,0.127,0
21.9,675,58,5.7,0,0.093,1
71.7,647,211,0.7,0,0.103,1
56.8,728,135,11.1,1,0.083,0
22.9,634,285,29.7,0,0.436,1
48.2,753,188,2.7,0,0.137,1
38.5,574,382,3.6,0,0.347,0
62.0,577,436,7.5,0,0.246,1
84.5,728,335,16.6,0,0.139,1
15.0,662,89,13.5,0,0.208,1
57.5,631,426,0.4,0,0.259,1
51.5,746,433,1.1,0,0.294,1
69.8,618,262,8.4,1,0.131,0
59.7,653,406,7.0,0,0.238,1
38.5,789,199,0.9,0,0.181,1
48.0,801,55,4.2,0,0.04,1
37.5,804,176,9.1,0,0.164,1
78.7,646,450,1.5,0,0.2,1
55.5,775,96,12.3,0,0.061,1
96.8,589,260,0.3,0,0.094,1
53.7,593,264,9.1,0,0.172,1
39.4,470,204,5.7,0,0.181,0
21.7,812,211,2.3,0,0.34,1
15.3,597,268,7.7,0,0.613,0
20.1,659,198,9.1,0,0.345,1
60.9,593,104,16.3,0,0.06,1
66.2,729,284,2.8,0,0.15,1
20.2,638,378,7.0,0,0.655,0
74.7,559,356,5.5,0,0.167,1
44.4,708,171,4.5,0,0.135,1
58.2,548,122,13.3,0,0.073,1
90.5,599,229,0.0,0,0.089,1
74.7,491,432,2.0,0,0.202,1
49.1,549,331,4.6,0,0.236,1
35.4,685,337,1.2,0,0.333,1
15.0,503,358,14.3,1,0.835,0
39.2,544,306,6.3,0,0.273,1
50.4,670,273,3.9,0,0.19,1
33.3,624,333,10.1,1,0.35,0
52.1,839,200,3.6,0,0.134,1
56.7,826,104,4.9,1,0.064,0
50.1,596,340,0.0,0,0.238,1
40.7,717,396,2.7,0,0.341,1
58.7,734,137,0.9,0,0.082,1
64.7,619,350,7.0,0,0.189,1
31.0,543,445,3.9,0,0.502,0
86.0,669,260,2.2,0,0.106,1
52.8,655,170,3.8,0,0.113,1
55.4,633,274,1.4,0,0.173,1
70.6,708,199,15.5,0,0.099,1
60.1,606,192,0.3,0,0.112,1
76.0,572,308,12.0,0,0.142,1
61.3,679,84,4.3,0,0.048,1
41.5,703,101,5.8,0,0.085,1
63.0,570,262,2.2,0,0.146,1
29.8,749,258,20.4,0,0.303,1
57.4,520,298,2.0,0,0.182,1
54.3,621,466,5.3,0,0.3,1
50.4,648,271,30.1,0,0.188,1
52.2,616,326,12.8,0,0.219,1
15.0,622,153,4.6,0,0.357,0
42.9,829,344,27.9,1,0.281,0
57.0,598,202,7.3,0,0.124,1
58.5,850,268,1.4,0,0.16,1
32.4,707,248,3.1,0,0.268,1
82.8,678,374,2.4,0,0.158,1
35.9,710,116,2.5,0,0.113,1
76.3,850,40,8.6,0,0.018,1
64.4,586,237,5.3,0,0.129,1
40.8,575,312,0.2,0,0.268,1
94.1,606,277,12.6,0,0.103,1
28.7,673,396,2.1,1,0.483,0
75.2,523,308,35.0,0,0.143,1
77.0,672,198,18.5,0,0.09,1
40.2,814,40,16.9,0,0.035,1
85.6,683,234,10.0,0,0.096,1
49.5,645,373,1.5,0,0.264,1
61.4,617,217,4.6,1,0.124,0
60.7,746,263,1.5,0,0.152,1
52.0,600,306,1.8,0,0.206,1
72.8,827,148,5.7,0,0.071,1
72.5,834,329,0.3,0,0.159,1
16.5,692,440,20.9,0,0.933,0
83.7,669,241,15.1,0,0.101,1
18.4,758,136,2.9,0,0.259,1
77.7,763,253,4.3,0,0.114,1
79.8,601,40,3.8,0,0.018,1
31.0,625,297,12.8,1,0.335,0
46.0,558,310,7.0,0,0.236,1
30.7,705,444,2.0,0,0.506,1
50.3,727,239,3.6,0,0.166,1
48.2,555,305,3.4,1,0.221,0
72.2,631,165,19.2,0,0.08,1
83.8,555,221,1.2,0,0.092,1
85.7,594,92,0.6,0,0.038,1
42.6,717,239,12.8,0,0.196,1
50.4,608,226,13.6,0,0.157,1
18.0,644,293,12.3,0,0.57,0
37.3,532,191,4.3,1,0.179,0
76.2,686,269,6.5,0,0.124,1
90.5,666,223,5.0,0,0.086,1
27.8,608,224,0.4,1,0.282,0
42.0,654,269,5.4,0,0.224,1
54.4,685,264,0.1,0,0.17,1
61.2,601,344,2.4,0,0.197,1
37.2,545,247,16.2,0,0.232,1
64.3,823,222,2.2,0,0.121,1
44.6,616,240,16.9,0,0.188,1
54.7,662,181,1.7,0,0.116,1
67.0,756,220,2.3,0,0.115,1
55.1,850,483,5.9,0,0.307,1
45.4,564,160,8.6,0,0.123,1
52.6,708,229,4.2,0,0.152,1
53.1,610,217,12.8,0,0.143,1
46.9,624,233,0.2,0,0.174,1
49.3,609,224,15.3,0,0.159,1
90.2,574,291,1.3,0,0.113,1
67.3,666,72,12.9,0,0.037,1
48.5,545,374,3.1,0,0.27,1
70.3,750,330,10.7,1,0.164,0
47.7,675,123,6.7,0,0.09,1
80.8,706,40,1.2,0,0.017,1
63.1,630,153,15.0,0,0.085,1
52.6,639,233,1.7,0,0.155,1
64.8,694,544,1.7,1,0.294,0
20.4,571,320,10.1,0,0.549,0
30.2,640,61,0.7,0,0.071,1
28.7,597,184,1.5,0,0.224,0
58.1,594,254,4.2,0,0.153,1
93.1,491,288,10.6,0,0.108,1
104.1,784,115,1.0,0,0.039,1
69.0,612,245,4.8,0,0.124,1
66.0,769,181,7.5,0,0.096,1
15.4,761,139,11.8,0,0.316,1
43.1,561,289,16.5,0,0.235,1
37.7,577,345,9.2,0,0.32,1
41.3,850,353,6.3,0,0.299,1
51.3,819,323,3.4,0,0.22,1
44.6,667,205,0.7,0,0.161,1
15.0,692,339,7.4,0,0.791,0
71.5,616,294,29.6,0,0.144,1
31.4,707,275,8.0,0,0.307,1
60.3,609,193,0.1,0,0.112,1
100.6,497,205,4.1,1,0.071,0
34.8,558,268,5.7,1,0.27,0
15.0,672,528,7.0,0,1.232,0
48.7,574,293,7.6,0,0.211,1
79.2,664,193,4.9,1,0.085,0
98.1,579,168,1.5,0,0.06,1
27.9,603,206,17.1,0,0.258,1
65.9,743,500,7.2,1,0.266,0
44.8,691,216,1.6,0,0.169,1
52.7,669,360,2.3,0,0.239,1
113.2,745,219,15.3,0,0.068,1
21.9,711,289,13.1,0,0.462,1
60.6,793,347,3.1,0,0.2,1
65.3,631,197,0.2,0,0.106,1
78.9,633,189,0.3,0,0.084,1
57.2,559,442,2.0,1,0.27,0
61.8,634,368,6.0,0,0.208,1
46.4,752,347,5.3,0,0.262,1
60.9,780,347,6.0,0,0.199,1
47.4,752,311,7.6,0,0.23,1
68.7,517,482,0.1,0,0.246,1
46.9,762,265,0.7,0,0.198,1
63.3,514,323,2.7,0,0.179,1
54.4,746,100,1.0,0,0.064,1
79.8,639,169,0.5,0,0.074,1
53.9,730,128,6.1,0,0.083,1
16.0,557,400,10.1,0,0.875,0
82.8,770,40,8.4,0,0.017,1
35.1,545,216,10.2,1,0.215,0
40.6,613,40,6.6,0,0.034,1
41.9,585,169,8.0,0,0.141,1
85.2,521,206,1.9,1,0.085,0
15.0,678,412,29.8,0,0.961,1
124.0,824,304,1.2,1,0.086,1
78.2,850,168,1.4,0,0.075,1
59.9,678,377,2.0,0,0.22,1
53.8,765,262,22.2,0,0.17,1
61.3,690,264,26.7,0,0.151,1
66.5,712,128,9.5,0,0.067,1
69.2,641,151,6.0,0,0.076,1
67.2,687,169,4.4,0,0.088,1
57.0,716,265,21.2,0,0.163,1
50.7,621,269,7.1,0,0.186,1
51.7,663,430,17.4,0,0.291,1
50.7,665,302,2.3,0,0.208,1
79.9,740,40,2.4,0,0.018,1
68.1,579,289,11.6,0,0.149,1
15.0,666,100,1.0,1,0.233,0
69.4,833,154,17.5,0,0.078,1
59.3,769,171,4.2,0,0.101,1
54.6,785,187,15.7,0,0.12,1
46.5,672,109,2.5,1,0.082,0
79.7,697,282,7.6,0,0.124,1
75.8,755,105,4.0,0,0.048,1
38.0,803,299,5.9,0,0.275,1
64.0,504,506,4.2,1,0.277,0
33.6,558,114,20.5,0,0.119,1
24.6,781,229,7.1,0,0.326,1
41.2,646,40,1.7,0,0.034,1
74.0,613,227,14.4,0,0.107,1
76.0,563,331,2.1,0,0.152,1
66.3,623,339,2.8,1,0.179,0
71.0,551,269,0.6,0,0.133,1
66.4,848,358,13.8,1,0.189,0
40.9,668,540,2.0,0,0.462,1
64.5,665,448,1.8,0,0.243,1
72.6,720,203,15.2,0,0.098,1
71.6,752,100,9.8,0,0.049,1
81.2,750,215,0.9,0,0.093,1
70.6,761,156,8.8,1,0.077,0
62.7,616,310,14.7,1,0.173,0
78.5,645,130,0.5,0,0.058,1
54.4,735,252,10.5,0,0.162,1
35.6,625,352,4.8,0,0.346,1
51.4,670,249,6.6,1,0.17,0
38.6,704,156,4.1,0,0.141,1
40.1,737,389,7.2,0,0.34,1
51.8,519,53,0.2,0,0.036,1
37.6,731,224,8.6,0,0.209,1
48.2,650,255,0.2,0,0.185,1
15.0,730,262,3.6,0,0.611,0
59.7,736,280,1.0,0,0.164,1
55.0,807,327,10.4,1,0.208,0
37.0,785,256,2.3,0,0.242,1
69.5,784,220,3.6,0,0.111,1
75.6,793,215,3.4,0,0.1,1
19.6,695,193,8.9,0,0.345,1
38.2,673,347,3.9,0,0.318,1
38.1,744,189,9.3,0,0.174,1
34.3,732,353,0.5,0,0.36,1
73.2,644,262,1.3,0,0.125,1
50.7,704,203,4.8,0,0.14,1
49.2,667,328,17.6,0,0.233,1
15.0,597,180,0.5,0,0.42,0
69.0,780,330,0.3,0,0.167,1
27.7,675,283,1.0,0,0.358,1
56.3,844,194,6.1,0,0.121,1
61.1,532,318,3.1,0,0.182,1
84.9,623,320,10.5,0,0.132,1
26.2,673,387,0.4,0,0.517,0
15.0,767,366,1.3,0,0.854,0
59.0,704,314,2.1,0,0.186,1
94.6,696,136,5.9,0,0.05,1
82.3,574,529,6.9,1,0.225,0
59.6,572,106,0.8,0,0.062,1
44.2,697,364,17.3,0,0.288,1
72.8,554,307,2.5,0,0.148,1
33.6,625,131,7.5,0,0.136,1
65.5,713,246,4.5,0,0.131,1
66.1,587,251,1.5,0,0.133,1
78.3,806,404,11.2,0,0.181,1
115.7,774,182,10.2,0,0.055,1
63.6,536,231,3.0,0,0.127,1
43.8,591,40,5.3,0,0.032,1
54.4,476,451,1.8,0,0.29,0
16.1,603,142,7.0,1,0.309,0
39.7,735,296,2.2,0,0.261,1
46.0,635,249,11.2,0,0.189,1
43.5,709,249,1.5,0,0.2,1
58.4,541,349,0.1,0,0.209,1
36.9,738,444,1.9,0,0.421,1
79.7,623,288,1.3,0,0.126,1
55.0,671,332,4.3,0,0.211,1
54.8,662,296,1.4,0,0.189,1
47.8,562,372,8.6,0,0.272,1
58.4,572,209,1.7,0,0.125,1
73.2,752,378,7.4,0,0.181,1
35.9,704,382,5.2,0,0.372,1
40.5,759,379,25.7,0,0.328,1
48.3,698,187,35.0,0,0.136,1
25.4,682,241,12.2,0,0.332,1
37.0,523,286,8.6,0,0.271,0
44.5,647,109,2.9,0,0.086,1
74.2,668,435,8.4,0,0.205,1
60.8,836,259,18.8,0,0.149,1
59.3,728,291,0.1,0,0.172,1
73.7,801,197,4.6,0,0.094,1
52.0,721,114,1.5,0,0.077,1
63.6,610,194,4.9,0,0.107,1
52.7,680,284,3.8,0,0.189,1
60.8,690,334,5.1,0,0.192,1
42.2,590,278,4.8,0,0.231,1
15.0,637,298,19.3,0,0.695,0
52.0,653,223,4.8,0,0.15,1
86.3,806,315,11.2,1,0.128,0
75.4,493,423,2.3,0,0.196,1
76.2,772,338,3.5,0,0.155,1
82.2,590,349,3.8,0,0.149,1
57.0,553,292,2.0,0,0.179,1
59.3,770,95,2.9,1,0.056,0
41.4,732,145,5.5,0,0.123,1
48.0,777,310,5.2,0,0.226,1
68.5,738,259,6.1,1,0.132,0
81.5,845,308,2.6,0,0.132,1
51.9,717,444,2.3,0,0.299,1
45.1,657,340,5.7,1,0.264,0
55.0,699,398,0.9,0,0.253,1
68.2,776,270,1.8,1,0.139,0
23.2,604,171,0.3,0,0.258,0
15.0,615,254,0.5,0,0.593,0
42.9,644,171,1.7,1,0.14,0
28.1,491,431,0.1,0,0.537,0
43.8,682,347,1.7,0,0.277,1
51.7,510,317,6.4,0,0.215,1
45.0,675,396,0.4,0,0.308,1
87.0,744,40,3.4,1,0.016,0
62.2,629,325,14.7,0,0.183,1
61.6,813,116,9.4,0,0.066,1
68.7,546,259,2.2,0,0.132,1
29.9,771,226,15.5,1,0.265,0
77.9,727,333,2.4,0,0.15,1
53.3,524,285,0.5,0,0.187,1
69.8,850,408,30.8,0,0.205,1
31.4,665,194,12.2,0,0.216,1
